campaign_id,title,slug,source,github_path,category,status_directory,original_length_label,session_min,session_max,normalized_length,ip_status,duplicate_status,readiness_score,recommended_next_action,audit_confidence
ir-kart-champions-circuit,Kart Champions Circuit,kart-champions-circuit,GitHub,campaign-ideas/Completed/Fantasy/kart-champions-circuit,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-kart-champions-circuit,Kart Champions Circuit,kart-champions-circuit,GitHub,campaign-ideas/Fantasy/kart-champions-circuit,Fantasy,Active/genre,,15,20,Medium,Original/clear,Exact-slug candidate (2 packages),59,Manual editorial review,Medium
ir-khans-unstoppable-horde,Khans Unstoppable Horde,khans-unstoppable-horde,GitHub,campaign-ideas/Historical/khans-unstoppable-horde,Historical,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-kingdom-of-tomorrow,Kingdom Of Tomorrow,kingdom-of-tomorrow,GitHub,campaign-ideas/Completed/Fantasy/kingdom-of-tomorrow,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-kingdom-of-tomorrow,Kingdom Of Tomorrow,kingdom-of-tomorrow,GitHub,campaign-ideas/Fantasy/kingdom-of-tomorrow,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),53,Manual editorial review,Medium
ir-kingdoms-of-the-droplet,Kingdoms Of The Droplet,kingdoms-of-the-droplet,GitHub,campaign-ideas/Completed/Fantasy/kingdoms-of-the-droplet,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-kingdoms-of-the-droplet,Kingdoms Of The Droplet,kingdoms-of-the-droplet,GitHub,campaign-ideas/Fantasy/kingdoms-of-the-droplet,Fantasy,Active/genre,,22,22,Long,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-kingsmen-of-the-crystal-crown,Kingsmen Of The Crystal Crown,kingsmen-of-the-crystal-crown,GitHub,campaign-ideas/Completed/Fantasy/kingsmen-of-the-crystal-crown,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-kingsmen-of-the-crystal-crown,Kingsmen Of The Crystal Crown,kingsmen-of-the-crystal-crown,GitHub,campaign-ideas/Fantasy/kingsmen-of-the-crystal-crown,Fantasy,Active/genre,,32,32,Long,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-l-space-wanderers,L Space Wanderers,l-space-wanderers,GitHub,campaign-ideas/Completed/Fantasy/l-space-wanderers,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-l-space-wanderers,L Space Wanderers,l-space-wanderers,GitHub,campaign-ideas/Fantasy/l-space-wanderers,Fantasy,Active/genre,,33,33,Long,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-lagoon-company-chronicles,Lagoon Company Chronicles,lagoon-company-chronicles,GitHub,campaign-ideas/Completed/Urban/lagoon-company-chronicles,Urban,Completed,,10,13,Medium,Original/clear,Unreviewed,75,Manual editorial review,Medium
ir-lambda-driver-protocols,Lambda Driver Protocols,lambda-driver-protocols,GitHub,campaign-ideas/Sci-Fi/lambda-driver-protocols,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-legacy-of-the-mach-5,Legacy Of The Mach 5,legacy-of-the-mach-5,GitHub,campaign-ideas/Sci-Fi/legacy-of-the-mach-5,Sci-Fi,Active/genre,,20,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-lightless-gardens,Lightless Gardens,lightless-gardens,GitHub,campaign-ideas/Completed/Fantasy/lightless-gardens,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-lightless-gardens,Lightless Gardens,lightless-gardens,GitHub,campaign-ideas/Fantasy/lightless-gardens,Fantasy,Active/genre,,16,24,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-lightnings-chosen,Lightnings Chosen,lightnings-chosen,GitHub,campaign-ideas/Completed/Fantasy/lightnings-chosen,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-lightnings-chosen,Lightnings Chosen,lightnings-chosen,GitHub,campaign-ideas/Fantasy/lightnings-chosen,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),51,Manual editorial review,Medium
ir-lo-fi-study-dimension,Lo Fi Study Dimension,lo-fi-study-dimension,GitHub,campaign-ideas/Completed/Fantasy/lo-fi-study-dimension,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-lo-fi-study-dimension,Lo Fi Study Dimension,lo-fi-study-dimension,GitHub,campaign-ideas/Fantasy/lo-fi-study-dimension,Fantasy,Active/genre,,12,12,Medium,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-lord-of-the-jungle,Lord Of The Jungle,lord-of-the-jungle,GitHub,campaign-ideas/Completed/Adventure/lord-of-the-jungle,Adventure,Completed,,12,15,Medium,Original/clear,Unreviewed,80,Manual editorial review,Medium
ir-lords-of-the-shattered-ring,Lords Of The Shattered Ring,lords-of-the-shattered-ring,GitHub,campaign-ideas/Completed/Fantasy/lords-of-the-shattered-ring,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-lords-of-the-shattered-ring,Lords Of The Shattered Ring,lords-of-the-shattered-ring,GitHub,campaign-ideas/Fantasy/lords-of-the-shattered-ring,Fantasy,Active/genre,,30,45,Epic,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-lost-battalion,Lost Battalion,lost-battalion,GitHub,campaign-ideas/Sci-Fi/lost-battalion,Sci-Fi,Active/genre,,12,16,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-magma-heart-rebellion,Magma Heart Rebellion,magma-heart-rebellion,GitHub,campaign-ideas/Completed/Fantasy/magma-heart-rebellion,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-magma-heart-rebellion,Magma Heart Rebellion,magma-heart-rebellion,GitHub,campaign-ideas/Fantasy/magma-heart-rebellion,Fantasy,Active/genre,,8,8,Short,Original/clear,Exact-slug candidate (2 packages),61,Manual editorial review,Medium
ir-man-of-bronze,Man Of Bronze,man-of-bronze,GitHub,campaign-ideas/Completed/Adventure/man-of-bronze,Adventure,Completed,,12,15,Medium,Original/clear,Unreviewed,80,Manual editorial review,Medium
ir-mark-of-the-fox,Mark Of The Fox,mark-of-the-fox,GitHub,campaign-ideas/Completed/Adventure/mark-of-the-fox,Adventure,Completed,,12,15,Medium,Original/clear,Unreviewed,71,Manual editorial review,Medium
ir-masks-and-shadows,Masks And Shadows,masks-and-shadows,GitHub,campaign-ideas/Completed/Fantasy/masks-and-shadows,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-masks-and-shadows,Masks And Shadows,masks-and-shadows,GitHub,campaign-ideas/Fantasy/masks-and-shadows,Fantasy,Active/genre,,8,10,Short,Original/clear,Exact-slug candidate (2 packages),63,Manual editorial review,Medium
ir-metaverse-exodus,Metaverse Exodus,metaverse-exodus,GitHub,campaign-ideas/Sci-Fi/metaverse-exodus,Sci-Fi,Active/genre,,26,26,Long,Original/clear,Unreviewed,54,Manual editorial review,Medium
ir-metaverse-ronin,Metaverse Ronin,metaverse-ronin,GitHub,campaign-ideas/Sci-Fi/metaverse-ronin,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-midnight-chrome,Midnight Chrome,midnight-chrome,GitHub,campaign-ideas/Sci-Fi/midnight-chrome,Sci-Fi,Active/genre,,24,24,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-mind-of-the-monster,Mind Of The Monster,mind-of-the-monster,GitHub,campaign-ideas/Completed/Mystery/mind-of-the-monster,Mystery,Completed,,30,40,Long,Original/clear,Unreviewed,67,Manual editorial review,Medium
ir-mobile-infantry,Mobile Infantry,mobile-infantry,GitHub,campaign-ideas/Sci-Fi/mobile-infantry,Sci-Fi,Active/genre,,10,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-monopolis-rising,Monopolis Rising,monopolis-rising,GitHub,campaign-ideas/Completed/Fantasy/monopolis-rising,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-monopolis-rising,Monopolis Rising,monopolis-rising,GitHub,campaign-ideas/Fantasy/monopolis-rising,Fantasy,Active/genre,,25,25,Long,Original/clear,Exact-slug candidate (2 packages),53,Manual editorial review,Medium
ir-monster-island-expedition,Monster Island Expedition,monster-island-expedition,GitHub,campaign-ideas/Sci-Fi/monster-island-expedition,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,47,Manual editorial review,Medium
ir-monsters-under-the-bed,Monsters Under The Bed,monsters-under-the-bed,GitHub,campaign-ideas/Horror/monsters-under-the-bed,Horror,Active/genre,,24,24,Long,Original/clear,Unreviewed,57,Manual editorial review,Medium
ir-most-wanted-blacklist,Most Wanted Blacklist,most-wanted-blacklist,GitHub,campaign-ideas/Completed/Urban/most-wanted-blacklist,Urban,Completed,,15,20,Medium,Original/clear,Unreviewed,77,Manual editorial review,Medium
ir-motes-in-the-giants-eye,Motes In The Giants Eye,motes-in-the-giants-eye,GitHub,campaign-ideas/Completed/Fantasy/motes-in-the-giants-eye,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-motes-in-the-giants-eye,Motes In The Giants Eye,motes-in-the-giants-eye,GitHub,campaign-ideas/Fantasy/motes-in-the-giants-eye,Fantasy,Active/genre,,20,20,Medium,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-mountain-pass-legends,Mountain Pass Legends,mountain-pass-legends,GitHub,campaign-ideas/Completed/Adventure/mountain-pass-legends,Adventure,Completed,,15,20,Medium,Original/clear,Unreviewed,80,Manual editorial review,Medium
ir-murder-on-the-astral-express,Murder On The Astral Express,murder-on-the-astral-express,GitHub,campaign-ideas/Completed/Mystery/murder-on-the-astral-express,Mystery,Completed,,30,40,Long,Original/clear,Unreviewed,84,Manual editorial review,Medium
ir-music-of-the-haunted-opera,Music Of The Haunted Opera,music-of-the-haunted-opera,GitHub,campaign-ideas/Horror/music-of-the-haunted-opera,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-neo-tokyo-awakening,Neo Tokyo Awakening,neo-tokyo-awakening,GitHub,campaign-ideas/Sci-Fi/neo-tokyo-awakening,Sci-Fi,Active/genre,,20,20,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-neon-shadows,Neon Shadows,neon-shadows,GitHub,campaign-ideas/Sci-Fi/neon-shadows,Sci-Fi,Active/genre,,16,22,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-neon-throne-rising,Neon Throne Rising,neon-throne-rising,GitHub,campaign-ideas/Sci-Fi/neon-throne-rising,Sci-Fi,Active/genre,,7,8,Short,Original/clear,Unreviewed,68,Manual editorial review,Medium
ir-netrunners-edge,Netrunners Edge,netrunners-edge,GitHub,campaign-ideas/Sci-Fi/netrunners-edge,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-neural-drift,Neural Drift,neural-drift,GitHub,campaign-ideas/Sci-Fi/neural-drift,Sci-Fi,Active/genre,,20,20,Medium,Original/clear,Unreviewed,44,Manual editorial review,Medium
ir-nights-of-blood,Nights Of Blood,nights-of-blood,GitHub,campaign-ideas/Horror/nights-of-blood,Horror,Active/genre,,20,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-no-day-but-today,No Day But Today,no-day-but-today,GitHub,campaign-ideas/Completed/Urban/no-day-but-today,Urban,Completed,,12,15,Medium,Original/clear,Unreviewed,72,Manual editorial review,Medium
ir-oath-of-the-forgotten,Oath Of The Forgotten,oath-of-the-forgotten,GitHub,campaign-ideas/Completed/Fantasy/oath-of-the-forgotten,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-oath-of-the-forgotten,Oath Of The Forgotten,oath-of-the-forgotten,GitHub,campaign-ideas/Fantasy/oath-of-the-forgotten,Fantasy,Active/genre,,8,8,Short,Needs transformation,Exact-slug candidate (2 packages),48,Manual editorial review,Medium
ir-oaths-of-the-radiant,Oaths Of The Radiant,oaths-of-the-radiant,GitHub,campaign-ideas/Completed/Fantasy/oaths-of-the-radiant,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),28,Add/identify primary campaign document,Low
ir-oaths-of-the-radiant,Oaths Of The Radiant,oaths-of-the-radiant,GitHub,campaign-ideas/Fantasy/oaths-of-the-radiant,Fantasy,Active/genre,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),48,Manual editorial review,Medium
ir-obey-and-consume,Obey And Consume,obey-and-consume,GitHub,campaign-ideas/Sci-Fi/obey-and-consume,Sci-Fi,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-objection-your-honorificence,Objection Your Honorificence,objection-your-honorificence,GitHub,campaign-ideas/Completed/Mystery/objection-your-honorificence,Mystery,Completed,,8,10,Short,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-objection-your-infernal-honor,Objection Your Infernal Honor,objection-your-infernal-honor,GitHub,campaign-ideas/Ideas-To-Expand/objection-your-infernal-honor,Ideas-To-Expand,Active/genre,,,,Unknown,Original/clear,Unreviewed,26,Add/identify primary campaign document,Low
ir-one-year-war,One Year War,one-year-war,GitHub,campaign-ideas/Sci-Fi/one-year-war,Sci-Fi,Active/genre,,16,20,Medium,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-onett-anomalies,Onett Anomalies,onett-anomalies,GitHub,campaign-ideas/Horror/onett-anomalies,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-ong-bak-sacred-guardian,Ong Bak Sacred Guardian,ong-bak-sacred-guardian,GitHub,campaign-ideas/Completed/Adventure/ong-bak-sacred-guardian,Adventure,Completed,,8,10,Short,Needs transformation,Unreviewed,63,Manual editorial review,Medium
ir-operation-cold-harbor,Operation Cold Harbor,operation-cold-harbor,GitHub,campaign-ideas/Horror/operation-cold-harbor,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-operation-dragonmark,Operation Dragonmark,operation-dragonmark,GitHub,campaign-ideas/Completed/Intrigue/operation-dragonmark,Intrigue,Completed,,30,30,Long,Original/clear,Unreviewed,80,Manual editorial review,Medium
ir-operation-family-deception,Operation Family Deception,operation-family-deception,GitHub,campaign-ideas/Completed/Intrigue/operation-family-deception,Intrigue,Completed,,30,30,Long,Original/clear,Unreviewed,74,Manual editorial review,Medium
ir-order-of-the-excavation,Order Of The Excavation,order-of-the-excavation,GitHub,campaign-ideas/Completed/Adventure/order-of-the-excavation,Adventure,Completed,,14,18,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-petri-dish-empires,Petri Dish Empires,petri-dish-empires,GitHub,campaign-ideas/Sci-Fi/petri-dish-empires,Sci-Fi,Active/genre,,20,20,Medium,Original/clear,Unreviewed,55,Manual editorial review,Medium
ir-pierce-the-heavens,Pierce The Heavens,pierce-the-heavens,GitHub,campaign-ideas/Sci-Fi/pierce-the-heavens,Sci-Fi,Active/genre,,16,20,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-pilgrims-of-the-shrike,Pilgrims Of The Shrike,pilgrims-of-the-shrike,GitHub,campaign-ideas/Sci-Fi/pilgrims-of-the-shrike,Sci-Fi,Active/genre,,16,20,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-pneumatic-league,Pneumatic League,pneumatic-league,GitHub,campaign-ideas/Historical/pneumatic-league,Historical,Active/genre,,28,28,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-possum-springs-nightmare,Possum Springs Nightmare,possum-springs-nightmare,GitHub,campaign-ideas/Horror/possum-springs-nightmare,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-powder-revolution,Powder Revolution,powder-revolution,GitHub,campaign-ideas/Completed/Fantasy/powder-revolution,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-powder-revolution,Powder Revolution,powder-revolution,GitHub,campaign-ideas/Fantasy/powder-revolution,Fantasy,Active/genre,,22,22,Long,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-princess-of-barsoom,Princess Of Barsoom,princess-of-barsoom,GitHub,campaign-ideas/Sci-Fi/princess-of-barsoom,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-project-mayhem-rising,Project Mayhem Rising,project-mayhem-rising,GitHub,campaign-ideas/Completed/Intrigue/project-mayhem-rising,Intrigue,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-punk-rock-rebellion,Punk Rock Rebellion,punk-rock-rebellion,GitHub,campaign-ideas/Urban/punk-rock-rebellion,Urban,Active/genre,,20,20,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-quest-for-immortality,Quest For Immortality,quest-for-immortality,GitHub,campaign-ideas/Historical/quest-for-immortality,Historical,Active/genre,,25,25,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-rank-and-deception,Rank And Deception,rank-and-deception,GitHub,campaign-ideas/Completed/Intrigue/rank-and-deception,Intrigue,Completed,,28,28,Long,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-rapture-rising,Rapture Rising,rapture-rising,GitHub,campaign-ideas/Sci-Fi/rapture-rising,Sci-Fi,Active/genre,,30,30,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-raptures-fall,Raptures Fall,raptures-fall,GitHub,campaign-ideas/Sci-Fi/raptures-fall,Sci-Fi,Active/genre,,18,24,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-reaching-one-hundred-percent,Reaching One Hundred Percent,reaching-one-hundred-percent,GitHub,campaign-ideas/Urban/reaching-one-hundred-percent,Urban,Active/genre,,10,13,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-reality-corrupted,Reality Corrupted,reality-corrupted,GitHub,campaign-ideas/Sci-Fi/reality-corrupted,Sci-Fi,Active/genre,,18,25,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-reapers-of-the-veil,Reapers Of The Veil,reapers-of-the-veil,GitHub,campaign-ideas/Completed/Fantasy/reapers-of-the-veil,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-reapers-of-the-veil,Reapers Of The Veil,reapers-of-the-veil,GitHub,campaign-ideas/Fantasy/reapers-of-the-veil,Fantasy,Active/genre,,20,25,Long,Original/clear,Exact-slug candidate (2 packages),59,Manual editorial review,Medium
ir-rebellion-of-zero,Rebellion Of Zero,rebellion-of-zero,GitHub,campaign-ideas/Sci-Fi/rebellion-of-zero,Sci-Fi,Active/genre,,14,17,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-red-winter-rising,Red Winter Rising,red-winter-rising,GitHub,campaign-ideas/Historical/red-winter-rising,Historical,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-releasing-control-art,Releasing Control Art,releasing-control-art,GitHub,campaign-ideas/Horror/releasing-control-art,Horror,Active/genre,,11,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-retrograde-catastrophe,Retrograde Catastrophe,retrograde-catastrophe,GitHub,campaign-ideas/Completed/Fantasy/retrograde-catastrophe,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-retrograde-catastrophe,Retrograde Catastrophe,retrograde-catastrophe,GitHub,campaign-ideas/Fantasy/retrograde-catastrophe,Fantasy,Active/genre,,18,18,Medium,Original/clear,Exact-slug candidate (2 packages),55,Manual editorial review,Medium
ir-riddle-of-steel,Riddle Of Steel,riddle-of-steel,GitHub,campaign-ideas/Completed/Fantasy/riddle-of-steel,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-riddle-of-steel,Riddle Of Steel,riddle-of-steel,GitHub,campaign-ideas/Fantasy/riddle-of-steel,Fantasy,Active/genre,,10,14,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-riders-of-alagaesia,Riders Of Alagaesia,riders-of-alagaesia,GitHub,campaign-ideas/Completed/Fantasy/riders-of-alagaesia,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),33,Add/identify primary campaign document,Low
ir-riders-of-alagaesia,Riders Of Alagaesia,riders-of-alagaesia,GitHub,campaign-ideas/Fantasy/riders-of-alagaesia,Fantasy,Active/genre,,16,20,Medium,Needs transformation,Exact-slug candidate (2 packages),40,Manual editorial review,Medium
ir-rimward-runners,Rimward Runners,rimward-runners,GitHub,campaign-ideas/Sci-Fi/rimward-runners,Sci-Fi,Active/genre,,28,28,Long,Needs transformation,Unreviewed,46,Manual editorial review,Medium
ir-rivers-of-london,Rivers Of London,rivers-of-london,GitHub,campaign-ideas/Urban/rivers-of-london,Urban,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-road-warriors-of-the-wasteland,Road Warriors Of The Wasteland,road-warriors-of-the-wasteland,GitHub,campaign-ideas/Completed/Post-Apocalyptic/road-warriors-of-the-wasteland,Post-Apocalyptic,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-rose-city-warlords,Rose City Warlords,rose-city-warlords,GitHub,campaign-ideas/Completed/Post-Apocalyptic/rose-city-warlords,Post-Apocalyptic,Completed,,,,Unknown,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-rosemary-and-rue,Rosemary And Rue,rosemary-and-rue,GitHub,campaign-ideas/Urban/rosemary-and-rue,Urban,Active/genre,,15,20,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-saga-of-the-northmen,Saga Of The Northmen,saga-of-the-northmen,GitHub,campaign-ideas/Historical/saga-of-the-northmen,Historical,Active/genre,,20,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-saga-of-the-stone-born,Saga Of The Stone Born,saga-of-the-stone-born,GitHub,campaign-ideas/Completed/Fantasy/saga-of-the-stone-born,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-saga-of-the-stone-born,Saga Of The Stone Born,saga-of-the-stone-born,GitHub,campaign-ideas/Fantasy/saga-of-the-stone-born,Fantasy,Active/genre,,12,15,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-saladin-uniter-of-kingdoms,Saladin Uniter Of Kingdoms,saladin-uniter-of-kingdoms,GitHub,campaign-ideas/Historical/saladin-uniter-of-kingdoms,Historical,Active/genre,,,,Unknown,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-salem-hysteria,Salem Hysteria,salem-hysteria,GitHub,campaign-ideas/Horror/salem-hysteria,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-saviors-of-mongo,Saviors Of Mongo,saviors-of-mongo,GitHub,campaign-ideas/Sci-Fi/saviors-of-mongo,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-scale-shift-awakening,Scale Shift Awakening,scale-shift-awakening,GitHub,campaign-ideas/Completed/Fantasy/scale-shift-awakening,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-scale-shift-awakening,Scale Shift Awakening,scale-shift-awakening,GitHub,campaign-ideas/Fantasy/scale-shift-awakening,Fantasy,Active/genre,,20,20,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-scales-of-maat,Scales Of Maat,scales-of-maat,GitHub,campaign-ideas/Completed/Fantasy/scales-of-maat,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-scales-of-maat,Scales Of Maat,scales-of-maat,GitHub,campaign-ideas/Fantasy/scales-of-maat,Fantasy,Active/genre,,16,20,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-scholars-of-seldon,Scholars Of Seldon,scholars-of-seldon,GitHub,campaign-ideas/Sci-Fi/scholars-of-seldon,Sci-Fi,Active/genre,,15,20,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-secrets-of-the-archives,Secrets Of The Archives,secrets-of-the-archives,GitHub,campaign-ideas/Completed/Fantasy/secrets-of-the-archives,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-secrets-of-the-archives,Secrets Of The Archives,secrets-of-the-archives,GitHub,campaign-ideas/Fantasy/secrets-of-the-archives,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-see-you-space-cowboy,See You Space Cowboy,see-you-space-cowboy,GitHub,campaign-ideas/Completed/Sci-Fi/see-you-space-cowboy,Sci-Fi,Completed,,12,15,Medium,Needs transformation,Unreviewed,67,Manual editorial review,Medium
ir-sentinels-of-the-dark-future,Sentinels Of The Dark Future,sentinels-of-the-dark-future,GitHub,campaign-ideas/Sci-Fi/sentinels-of-the-dark-future,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-serenity-rising,Serenity Rising,serenity-rising,GitHub,campaign-ideas/Completed/Sci-Fi/serenity-rising,Sci-Fi,Completed,,12,15,Medium,Needs transformation,Unreviewed,67,Manual editorial review,Medium
ir-seven-days-remain,Seven Days Remain,seven-days-remain,GitHub,campaign-ideas/Horror/seven-days-remain,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-seven-swords-for-hire,Seven Swords For Hire,seven-swords-for-hire,GitHub,campaign-ideas/Completed/Adventure/seven-swords-for-hire,Adventure,Completed,,12,18,Medium,Original/clear,Unreviewed,70,Manual editorial review,Medium
ir-shadow-bureau-protocols,Shadow Bureau Protocols,shadow-bureau-protocols,GitHub,campaign-ideas/Completed/Intrigue/shadow-bureau-protocols,Intrigue,Completed,,25,25,Long,Original/clear,Exact-slug candidate (2 packages),75,Manual editorial review,Medium
ir-shadow-bureau-protocols,Shadow Bureau Protocols,shadow-bureau-protocols,GitHub,campaign-ideas/Intrigue/shadow-bureau-protocols,Intrigue,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),41,Add/identify primary campaign document,Low
ir-shadow-of-the-withered-crown,Shadow Of The Withered Crown,shadow-of-the-withered-crown,GitHub,campaign-ideas/Fantasy/shadow-of-the-withered-crown,Fantasy,Active/genre,,6,8,Short,Needs transformation,Unreviewed,56,Manual editorial review,Medium
